opcode_hex,signed_opcode,if_off,body_end_off,first_handler,meaningful_calls,branch_read_sequence,request_candidate_minus_0x7000,request_candidate_minus_0x8000,all_calls
0x8320,-31968,0x0ec4,0x0ed2,0ec8:LscriptPages/game/k;->C0(Ljava/lang/String;)V,0ec8:LscriptPages/game/k;->C0(Ljava/lang/String;)V,,0x1320 reqCityFiefExpel@scriptPages/game/k->B0,0x0320,0ec8:LscriptPages/game/k;->C0(Ljava/lang/String;)V
0x8322,-31966,0x0ed6,0x0ee4,0eda:LscriptPages/game/k;->c1(Ljava/lang/String;)V,0eda:LscriptPages/game/k;->c1(Ljava/lang/String;)V,,0x1322 reqCityTraitInfo@scriptPages/game/k0->O,0x0322,0eda:LscriptPages/game/k;->c1(Ljava/lang/String;)V
0x8324,-31964,0x0ee8,0x0ef6,0eec:LscriptPages/game/k;->d1(Ljava/lang/String;)V,0eec:LscriptPages/game/k;->d1(Ljava/lang/String;)V,,0x1324 reqCityTraitLevelUp@scriptPages/game/k0->c0,0x0324,0eec:LscriptPages/game/k;->d1(Ljava/lang/String;)V
0x8326,-31962,0x0efa,0x0f08,0efe:LscriptPages/game/k;->W0(Ljava/lang/String;)V,0efe:LscriptPages/game/k;->W0(Ljava/lang/String;)V,,0x1326 reqCityResetTax@scriptPages/game/k->V0,0x0326,0efe:LscriptPages/game/k;->W0(Ljava/lang/String;)V
0x832b,-31957,0x0f0c,0x0f1a,0f10:LscriptPages/game/k;->t0(Ljava/lang/String;)V,0f10:LscriptPages/game/k;->t0(Ljava/lang/String;)V,,0x132b,0x032b,0f10:LscriptPages/game/k;->t0(Ljava/lang/String;)V
0x832d,-31955,0x0f1e,0x0f2c,0f22:LscriptPages/game/k;->f1(Ljava/lang/String;)V,0f22:LscriptPages/game/k;->f1(Ljava/lang/String;)V,,0x132d reqCityYield@scriptPages/game/k->e1,0x032d,0f22:LscriptPages/game/k;->f1(Ljava/lang/String;)V
0x8330,-31952,0x0f30,0x0f3e,0f34:LscriptPages/game/k;->v0(Ljava/lang/String;)V,0f34:LscriptPages/game/k;->v0(Ljava/lang/String;)V,,0x1330,0x0330,0f34:LscriptPages/game/k;->v0(Ljava/lang/String;)V
0x8332,-31950,0x0f42,0x0f50,0f46:LscriptPages/game/k;->z0(Ljava/lang/String;)V,0f46:LscriptPages/game/k;->z0(Ljava/lang/String;)V,,0x1332 reqCityCountryCollectInfo@scriptPages/game/k->y0,0x0332,0f46:LscriptPages/game/k;->z0(Ljava/lang/String;)V
0x8334,-31948,0x0f54,0x0f62,0f58:LscriptPages/game/k;->A0(Ljava/lang/String;)V,0f58:LscriptPages/game/k;->A0(Ljava/lang/String;)V,,0x1334 reqCityCountryCollect@scriptPages/game/k->s1,0x0334,0f58:LscriptPages/game/k;->A0(Ljava/lang/String;)V
0x8335,-31947,0x117a,0x1188,117e:LscriptPages/game/k;->b1(Ljava/lang/String;)V,117e:LscriptPages/game/k;->b1(Ljava/lang/String;)V,,0x1335 REQ_CITY_TOTEM_CTRL@scriptPages/game/k->Z0,0x0335,117e:LscriptPages/game/k;->b1(Ljava/lang/String;)V
0x8336,-31946,0x1168,0x1176,116c:LscriptPages/game/k;->a1(Ljava/lang/String;)V,116c:LscriptPages/game/k;->a1(Ljava/lang/String;)V,,0x1336,0x0336,116c:LscriptPages/game/k;->a1(Ljava/lang/String;)V
0x8340,-31936,0x0f66,0x0f74,0f6a:LscriptPages/game/k;->Q0(Ljava/lang/String;)V,0f6a:LscriptPages/game/k;->Q0(Ljava/lang/String;)V,,0x1340 reqCityOwnerCampaignInfo@scriptPages/game/k->P0,0x0340,0f6a:LscriptPages/game/k;->Q0(Ljava/lang/String;)V
0x8342,-31934,0x0f8a,0x0f98,0f8e:LscriptPages/game/k;->U0(Ljava/lang/String;)V,0f8e:LscriptPages/game/k;->U0(Ljava/lang/String;)V,,0x1342 reqCityOwnerRoleCampaignInfo@scriptPages/game/k->T0,0x0342,0f8e:LscriptPages/game/k;->U0(Ljava/lang/String;)V
0x8344,-31932,0x0f9c,0x0faa,0fa0:LscriptPages/game/k;->S0(Ljava/lang/String;)V,0fa0:LscriptPages/game/k;->S0(Ljava/lang/String;)V,,0x1344 reqCityOwnerCampaignRoleList@scriptPages/game/k->R0,0x0344,0fa0:LscriptPages/game/k;->S0(Ljava/lang/String;)V
0x8346,-31930,0x0f78,0x0f86,0f7c:LscriptPages/game/k;->O0(Ljava/lang/String;)V,0f7c:LscriptPages/game/k;->O0(Ljava/lang/String;)V,,0x1346,0x0346,0f7c:LscriptPages/game/k;->O0(Ljava/lang/String;)V
0x8400,-31744,0x0e6a,0x0e78,0e6e:LscriptPages/game/w;->Z(Ljava/lang/String;)V,0e6e:LscriptPages/game/w;->Z(Ljava/lang/String;)V,,0x1400,0x0400,0e6e:LscriptPages/game/w;->Z(Ljava/lang/String;)V
0x8404,-31740,0x1384,0x1392,1388:LscriptPages/game/n;->O0(Ljava/lang/String;)V,1388:LscriptPages/game/n;->O0(Ljava/lang/String;)V,,0x1404,0x0404,1388:LscriptPages/game/n;->O0(Ljava/lang/String;)V
0x8406,-31738,0x13de,0x1404,13ea:LscriptPages/game/n;->o2(Ljava/lang/String;)V,13ea:LscriptPages/game/n;->o2(Ljava/lang/String;)V || 13fa:LscriptPages/game/o;->i(Ljava/lang/String;)V,,0x1406,0x0406,13ea:LscriptPages/game/n;->o2(Ljava/lang/String;)V || 13fa:LscriptPages/game/o;->i(Ljava/lang/String;)V
0x8408,-31736,0x13ba,0x13c8,13be:LscriptPages/game/n;->k2(Ljava/lang/String;)V,13be:LscriptPages/game/n;->k2(Ljava/lang/String;)V,,0x1408 di_提示国王加点@scriptPages/game/n->U2,0x0408,13be:LscriptPages/game/n;->k2(Ljava/lang/String;)V
0x8409,-31735,0x13cc,0x13da,13d0:LscriptPages/game/n;->s2(Ljava/lang/String;)V,13d0:LscriptPages/game/n;->s2(Ljava/lang/String;)V,,0x1409 di_联网数据载入中@scriptPages/game/n->U2,0x0409,13d0:LscriptPages/game/n;->s2(Ljava/lang/String;)V
0x840a,-31734,0x13a8,0x13b6,13ac:LscriptPages/game/n;->y1(Ljava/lang/String;)V,13ac:LscriptPages/game/n;->y1(Ljava/lang/String;)V,,0x140a re_提示黄金积分@scriptPages/game/n->U2,0x040a,13ac:LscriptPages/game/n;->y1(Ljava/lang/String;)V
0x840c,-31732,0x1396,0x13a4,139a:LscriptPages/game/n;->A1(Ljava/lang/String;)V,139a:LscriptPages/game/n;->A1(Ljava/lang/String;)V,,0x140c REQ_COUNTRY_DONATE_RESOUTCE@scriptPages/game/n->z1,0x040c,139a:LscriptPages/game/n;->A1(Ljava/lang/String;)V
0x840e,-31730,0x1372,0x1380,1376:LscriptPages/game/n;->N1(Ljava/lang/String;)V,1376:LscriptPages/game/n;->N1(Ljava/lang/String;)V,,0x140e reqCountryNoticeModify@scriptPages/game/n->M1,0x040e,1376:LscriptPages/game/n;->N1(Ljava/lang/String;)V
0x8410,-31728,0x1408,0x1416,140c:LscriptPages/game/n;->X1(Ljava/lang/String;)V,140c:LscriptPages/game/n;->X1(Ljava/lang/String;)V,,0x1410,0x0410,140c:LscriptPages/game/n;->X1(Ljava/lang/String;)V
0x8412,-31726,0x1450,0x145e,1454:LscriptPages/game/n;->Z1(Ljava/lang/String;)V,1454:LscriptPages/game/n;->Z1(Ljava/lang/String;)V,,0x1412,0x0412,1454:LscriptPages/game/n;->Z1(Ljava/lang/String;)V
0x8414,-31724,0x1462,0x1470,1466:LscriptPages/game/n;->V1(Ljava/lang/String;)V,1466:LscriptPages/game/n;->V1(Ljava/lang/String;)V,,0x1414,0x0414,1466:LscriptPages/game/n;->V1(Ljava/lang/String;)V
0x8416,-31722,0x141a,0x1428,141e:LscriptPages/game/n;->D1(Ljava/lang/String;)V,141e:LscriptPages/game/n;->D1(Ljava/lang/String;)V,,0x1416 (unnamed)@scriptPages/game/n->H2,0x0416,141e:LscriptPages/game/n;->D1(Ljava/lang/String;)V
0x8418,-31720,0x1498,0x14a6,149c:LscriptPages/game/n;->C1(Ljava/lang/String;)V,149c:LscriptPages/game/n;->C1(Ljava/lang/String;)V,,0x1418 reqCountryReqJoinCtrl@scriptPages/game/n->B1,0x0418,149c:LscriptPages/game/n;->C1(Ljava/lang/String;)V
0x841a,-31718,0x142c,0x143a,1430:LscriptPages/game/n;->c2(Ljava/lang/String;)V,1430:LscriptPages/game/n;->c2(Ljava/lang/String;)V,,0x141a,0x041a,1430:LscriptPages/game/n;->c2(Ljava/lang/String;)V
0x841c,-31716,0x1474,0x1482,1478:LscriptPages/game/n;->e2(Ljava/lang/String;)V,1478:LscriptPages/game/n;->e2(Ljava/lang/String;)V,,0x141c,0x041c,1478:LscriptPages/game/n;->e2(Ljava/lang/String;)V
0x8420,-31712,0x14ce,0x14f2,14de:LscriptPages/game/n;->F1(Ljava/lang/String;)V,14de:LscriptPages/game/n;->F1(Ljava/lang/String;)V || 14e8:LscriptPages/game/n;->E1(Ljava/lang/String;)V,14d2:readByte(Ljava/lang/String;)B,0x1420 di_提示没有援助@scriptPages/game/n->T2; reqCountryGetSubsidy@scriptPages/game/n->e,0x0420,14d2:LscriptAPI/baseAPI/BaseIO;->readByte(Ljava/lang/String;)B || 14de:LscriptPages/game/n;->F1(Ljava/lang/String;)V || 14e8:LscriptPages/game/n;->E1(Ljava/lang/String;)V
0x8421,-31711,0x143e,0x144c,1442:LscriptPages/game/n;->P1(Ljava/lang/String;)V,1442:LscriptPages/game/n;->P1(Ljava/lang/String;)V,,0x1421,0x0421,1442:LscriptPages/game/n;->P1(Ljava/lang/String;)V
0x8422,-31710,0x14f6,0x1504,14fa:LscriptPages/game/n;->S0(Ljava/lang/String;)V,14fa:LscriptPages/game/n;->S0(Ljava/lang/String;)V,,0x1422 re_提示不能申请@scriptPages/game/n->R2,0x0422,14fa:LscriptPages/game/n;->S0(Ljava/lang/String;)V
0x8423,-31709,0x1486,0x1494,148a:LscriptPages/game/n;->R1(Ljava/lang/String;)V,148a:LscriptPages/game/n;->R1(Ljava/lang/String;)V,,0x1423,0x0423,148a:LscriptPages/game/n;->R1(Ljava/lang/String;)V
0x8424,-31708,0x1360,0x136e,1364:LscriptPages/game/n;->R0(Ljava/lang/String;)V,1364:LscriptPages/game/n;->R0(Ljava/lang/String;)V,,0x1424 reqCountryAlliance@scriptPages/game/n->w2,0x0424,1364:LscriptPages/game/n;->R0(Ljava/lang/String;)V
0x8426,-31706,0x1508,0x1538,150c:LscriptPages/data/g;->G0()B,150c:LscriptPages/data/g;->G0()B || 1524:LscriptPages/game/b0;->S0(Ljava/lang/String;)V || 152e:LscriptPages/game/n;->j2(Ljava/lang/String;)V,,0x1426,0x0426,150c:LscriptPages/data/g;->G0()B || 1518:LscriptPages/PageMain;->getStatus()I || 1524:LscriptPages/game/b0;->S0(Ljava/lang/String;)V || 152e:LscriptPages/game/n;->j2(Ljava/lang/String;)V
0x8428,-31704,0x154e,0x155c,1552:LscriptPages/game/n;->T1(Ljava/lang/String;)V,1552:LscriptPages/game/n;->T1(Ljava/lang/String;)V,,0x1428,0x0428,1552:LscriptPages/game/n;->T1(Ljava/lang/String;)V
0x842a,-31702,0x153c,0x154a,1540:LscriptPages/game/n;->Q0(Ljava/lang/String;)V,1540:LscriptPages/game/n;->Q0(Ljava/lang/String;)V,,0x142a,0x042a,1540:LscriptPages/game/n;->Q0(Ljava/lang/String;)V
0x842c,-31700,0x134e,0x135c,1352:LscriptPages/game/n;->L1(Ljava/lang/String;)V,1352:LscriptPages/game/n;->L1(Ljava/lang/String;)V,,0x142c,0x042c,1352:LscriptPages/game/n;->L1(Ljava/lang/String;)V
0x842d,-31699,0x16da,0x16e8,16de:LscriptPages/game/n;->X0(Ljava/lang/String;)V,16de:LscriptPages/game/n;->X0(Ljava/lang/String;)V,,0x142d,0x042d,16de:LscriptPages/game/n;->X0(Ljava/lang/String;)V
0x842e,-31698,0x1626,0x1634,162a:LscriptPages/game/n;->J1(Ljava/lang/String;)V,162a:LscriptPages/game/n;->J1(Ljava/lang/String;)V,,0x142e reqCountryMilitary@scriptPages/game/n->I1,0x042e,162a:LscriptPages/game/n;->J1(Ljava/lang/String;)V
0x842f,-31697,0x16c8,0x16d6,16cc:LscriptPages/game/n;->P0(Ljava/lang/String;)V,16cc:LscriptPages/game/n;->P0(Ljava/lang/String;)V,,0x142f di_禅让对象玩家不能为空@scriptPages/game/n->J2,0x042f,16cc:LscriptPages/game/n;->P0(Ljava/lang/String;)V
0x8430,-31696,0x132a,0x1338,132e:LscriptPages/game/n;->b(Ljava/lang/String;)V,132e:LscriptPages/game/n;->b(Ljava/lang/String;)V,,0x1430,0x0430,132e:LscriptPages/game/n;->b(Ljava/lang/String;)V
0x8432,-31694,0x133c,0x134a,1340:LscriptPages/game/n;->a1(Ljava/lang/String;)V,1340:LscriptPages/game/n;->a1(Ljava/lang/String;)V,,0x1432 di_提示军团无名@scriptPages/game/n->z2,0x0432,1340:LscriptPages/game/n;->a1(Ljava/lang/String;)V
0x8434,-31692,0x1596,0x15a4,159a:LscriptPages/game/n;->c1(Ljava/lang/String;)V,159a:LscriptPages/game/n;->c1(Ljava/lang/String;)V,,0x1434,0x0434,159a:LscriptPages/game/n;->c1(Ljava/lang/String;)V
0x8436,-31690,0x1572,0x1580,1576:LscriptPages/game/n;->k1(Ljava/lang/String;)V,1576:LscriptPages/game/n;->k1(Ljava/lang/String;)V,,0x1436,0x0436,1576:LscriptPages/game/n;->k1(Ljava/lang/String;)V
0x8438,-31688,0x1584,0x1592,1588:LscriptPages/game/n;->i1(Ljava/lang/String;)V,1588:LscriptPages/game/n;->i1(Ljava/lang/String;)V,,0x1438,0x0438,1588:LscriptPages/game/n;->i1(Ljava/lang/String;)V
0x843a,-31686,0x1560,0x156e,1564:LscriptPages/game/n;->f1(Ljava/lang/String;)V,1564:LscriptPages/game/n;->f1(Ljava/lang/String;)V,,0x143a,0x043a,1564:LscriptPages/game/n;->f1(Ljava/lang/String;)V
0x843c,-31684,0x15a8,0x15b6,15ac:LscriptPages/game/n;->Z0(Ljava/lang/String;)V,15ac:LscriptPages/game/n;->Z0(Ljava/lang/String;)V,,0x143c,0x043c,15ac:LscriptPages/game/n;->Z0(Ljava/lang/String;)V
0x843e,-31682,0x15ba,0x15c8,15be:LscriptPages/game/n;->g1(Ljava/lang/String;)V,15be:LscriptPages/game/n;->g1(Ljava/lang/String;)V,,0x143e reqCountryCorpNoticeModify@scriptPages/game/n->z2,0x043e,15be:LscriptPages/game/n;->g1(Ljava/lang/String;)V
0x843f,-31681,0x15cc,0x15da,15d0:LscriptPages/game/n;->d1(Ljava/lang/String;)V,15d0:LscriptPages/game/n;->d1(Ljava/lang/String;)V,,0x143f di_提示人数上限@scriptPages/game/n->z2,0x043f,15d0:LscriptPages/game/n;->d1(Ljava/lang/String;)V
0x8440,-31680,0x1638,0x1646,163c:LscriptPages/game/n;->h2(Ljava/lang/String;)V,163c:LscriptPages/game/n;->h2(Ljava/lang/String;)V,,0x1440 di_提示建国消耗@scriptPages/game/n->B2,0x0440,163c:LscriptPages/game/n;->h2(Ljava/lang/String;)V
0x8442,-31678,0x164a,0x1658,164e:LscriptPages/game/n;->g2(Ljava/lang/String;)V,164e:LscriptPages/game/n;->g2(Ljava/lang/String;)V,,0x1442 reqCreateCountry@scriptPages/game/n->f2,0x0442,164e:LscriptPages/game/n;->g2(Ljava/lang/String;)V
0x8446,-31674,0x165c,0x166a,1660:LscriptPages/game/n;->w1(Ljava/lang/String;)V,1660:LscriptPages/game/n;->w1(Ljava/lang/String;)V,,0x1446,0x0446,1660:LscriptPages/game/n;->w1(Ljava/lang/String;)V
0x8448,-31672,0x166e,0x167c,1672:LscriptPages/game/n;->o1(Ljava/lang/String;)V,1672:LscriptPages/game/n;->o1(Ljava/lang/String;)V,,0x1448,0x0448,1672:LscriptPages/game/n;->o1(Ljava/lang/String;)V
0x844b,-31669,0x1680,0x168e,1684:LscriptPages/game/n;->u1(Ljava/lang/String;)V,1684:LscriptPages/game/n;->u1(Ljava/lang/String;)V,,0x144b,0x044b,1684:LscriptPages/game/n;->u1(Ljava/lang/String;)V
0x844d,-31667,0x1692,0x16a0,1696:LscriptPages/game/n;->m1(Ljava/lang/String;)V,1696:LscriptPages/game/n;->m1(Ljava/lang/String;)V,,0x144d,0x044d,1696:LscriptPages/game/n;->m1(Ljava/lang/String;)V
0x844f,-31665,0x16a4,0x16b2,16a8:LscriptPages/game/n;->r1(Ljava/lang/String;)V,16a8:LscriptPages/game/n;->r1(Ljava/lang/String;)V,,0x144f di_提示参与建国@scriptPages/game/n->L2,0x044f,16a8:LscriptPages/game/n;->r1(Ljava/lang/String;)V
0x8450,-31664,0x16b6,0x16c4,16ba:LscriptPages/game/n;->s1(Ljava/lang/String;)V,16ba:LscriptPages/game/n;->s1(Ljava/lang/String;)V,,0x1450 reqCountryCreateMemCtrl@scriptPages/game/n->L2,0x0450,16ba:LscriptPages/game/n;->s1(Ljava/lang/String;)V
0x8452,-31662,0x15de,0x15ec,15e2:LscriptPages/game/n;->q1(Ljava/lang/String;)V,15e2:LscriptPages/game/n;->q1(Ljava/lang/String;)V,,0x1452,0x0452,15e2:LscriptPages/game/n;->q1(Ljava/lang/String;)V
0x8454,-31660,0x15f0,0x15fe,15f4:LscriptPages/game/n;->x1(Ljava/lang/String;)V,15f4:LscriptPages/game/n;->x1(Ljava/lang/String;)V,,0x1454 reqCountryCreateUseItemConverArmy@scriptPages/game/n->N2,0x0454,15f4:LscriptPages/game/n;->x1(Ljava/lang/String;)V
0x8455,-31659,0x1602,0x1610,1606:LscriptPages/game/n;->r2(Ljava/lang/String;)V,1606:LscriptPages/game/n;->r2(Ljava/lang/String;)V,,0x1455 REQ_COUNTRY_RENAME@scriptPages/game/n->a2,0x0455,1606:LscriptPages/game/n;->r2(Ljava/lang/String;)V
0x8456,-31658,0x1614,0x1622,1618:LscriptPages/game/n;->q2(Ljava/lang/String;)V,1618:LscriptPages/game/n;->q2(Ljava/lang/String;)V,,0x1456 REQ_COUNTRY_CORPS_RENAME@scriptPages/game/n->O2,0x0456,1618:LscriptPages/game/n;->q2(Ljava/lang/String;)V
0x8500,-31488,0x10ea,0x10f8,10ee:LscriptPages/game/p;->f(Ljava/lang/String;)V,10ee:LscriptPages/game/p;->f(Ljava/lang/String;)V,,0x1500,0x0500,10ee:LscriptPages/game/p;->f(Ljava/lang/String;)V
0x8502,-31486,0x10fc,0x110a,1100:LscriptPages/game/p;->c1(Ljava/lang/String;)V,1100:LscriptPages/game/p;->c1(Ljava/lang/String;)V,,0x1502 ReqExpeditionAttCityList@scriptPages/game/p->b0,0x0502,1100:LscriptPages/game/p;->c1(Ljava/lang/String;)V
0x8510,-31472,0x10b4,0x10c2,10b8:LscriptPages/game/p;->a1(Ljava/lang/String;)V,10b8:LscriptPages/game/p;->a1(Ljava/lang/String;)V,,0x1510 (unnamed)@scriptPages/game/p->Z0,0x0510,10b8:LscriptPages/game/p;->a1(Ljava/lang/String;)V
0x8512,-31470,0x1090,0x109e,1094:LscriptPages/game/p;->e(Ljava/lang/String;)V,1094:LscriptPages/game/p;->e(Ljava/lang/String;)V,,0x1512 ReqAddFavoriteSpace@scriptPages/game/p->d,0x0512,1094:LscriptPages/game/p;->e(Ljava/lang/String;)V
0x8520,-31456,0x0fe4,0x0ff2,0fe8:LscriptPages/game/p;->P(Ljava/lang/String;)V,0fe8:LscriptPages/game/p;->P(Ljava/lang/String;)V,,0x1520 expeditionPreTipInfo@scriptPages/game/p->O,0x0520,0fe8:LscriptPages/game/p;->P(Ljava/lang/String;)V
0x8522,-31454,0x0ff6,0x1004,0ffa:LscriptPages/game/p;->Q(Ljava/lang/String;)V,0ffa:LscriptPages/game/p;->Q(Ljava/lang/String;)V,,0x1522 expedition@scriptPages/game/p->N,0x0522,0ffa:LscriptPages/game/p;->Q(Ljava/lang/String;)V
0x8524,-31452,0x102c,0x103a,1030:LscriptPages/game/p;->R(Ljava/lang/String;)V,1030:LscriptPages/game/p;->R(Ljava/lang/String;)V,,0x1524,0x0524,1030:LscriptPages/game/p;->R(Ljava/lang/String;)V
0x8526,-31450,0x1008,0x1016,100c:LscriptPages/game/p;->V(Ljava/lang/String;)V,100c:LscriptPages/game/p;->V(Ljava/lang/String;)V,,0x1526 forceRecall@scriptPages/game/p->U,0x0526,100c:LscriptPages/game/p;->V(Ljava/lang/String;)V
0x8528,-31448,0x101a,0x1028,101e:LscriptPages/game/p;->j(Ljava/lang/String;)V,101e:LscriptPages/game/p;->j(Ljava/lang/String;)V,,0x1528 forceRecall@scriptPages/game/p->i; changeStrategy2@scriptPages/game/s->h0,0x0528,101e:LscriptPages/game/p;->j(Ljava/lang/String;)V
0x852b,-31445,0x10d8,0x10e6,10dc:LscriptPages/game/p;->T0(Ljava/lang/String;)V,10dc:LscriptPages/game/p;->T0(Ljava/lang/String;)V,,0x152b reqDetect@scriptPages/game/p->Q0,0x052b,10dc:LscriptPages/game/p;->T0(Ljava/lang/String;)V
0x852d,-31443,0x10c6,0x10d4,10ca:LscriptPages/game/p;->S0(Ljava/lang/String;)V,10ca:LscriptPages/game/p;->S0(Ljava/lang/String;)V,,0x152d reqDetectConsume@scriptPages/game/p->R0,0x052d,10ca:LscriptPages/game/p;->S0(Ljava/lang/String;)V
0x8540,-31424,0x0fae,0x0fbc,0fb2:LscriptPages/game/p;->l1(Ljava/lang/String;)V,0fb2:LscriptPages/game/p;->l1(Ljava/lang/String;)V,,0x1540,0x0540,0fb2:LscriptPages/game/p;->l1(Ljava/lang/String;)V
0x8542,-31422,0x0fd2,0x0fe0,0fd6:LscriptPages/game/p;->i1(Ljava/lang/String;)V,0fd6:LscriptPages/game/p;->i1(Ljava/lang/String;)V,,0x1542,0x0542,0fd6:LscriptPages/game/p;->i1(Ljava/lang/String;)V
0x8550,-31408,0x103e,0x104c,1042:LscriptPages/game/p;->W0(Ljava/lang/String;)V,1042:LscriptPages/game/p;->W0(Ljava/lang/String;)V,,0x1550,0x0550,1042:LscriptPages/game/p;->W0(Ljava/lang/String;)V
0x8552,-31406,0x1050,0x105e,1054:LscriptPages/game/p;->V0(Ljava/lang/String;)V,1054:LscriptPages/game/p;->V0(Ljava/lang/String;)V,,0x1552,0x0552,1054:LscriptPages/game/p;->V0(Ljava/lang/String;)V
0x8560,-31392,0x1070,0x107e,1074:LscriptPages/game/p;->Y0(Ljava/lang/String;)V,1074:LscriptPages/game/p;->Y0(Ljava/lang/String;)V,,0x1560 reqEnemyCountryCityList@scriptPages/game/p->g0,0x0560,1074:LscriptPages/game/p;->Y0(Ljava/lang/String;)V
0x8562,-31390,0x10a2,0x10b0,10a6:LscriptPages/game/p;->d1(Ljava/lang/String;)V,10a6:LscriptPages/game/p;->d1(Ljava/lang/String;)V,,0x1562 reqRoleFiefList@scriptPages/game/p->g0,0x0562,10a6:LscriptPages/game/p;->d1(Ljava/lang/String;)V
0x8570,-31376,0x110e,0x111c,1112:LscriptPages/game/p;->e1(Ljava/lang/String;)V,1112:LscriptPages/game/p;->e1(Ljava/lang/String;)V,,0x1570 (unnamed)@scriptPages/game/p->t0,0x0570,1112:LscriptPages/game/p;->e1(Ljava/lang/String;)V
0x8572,-31374,0x1120,0x112e,1124:LscriptPages/game/p;->U0(Ljava/lang/String;)V,1124:LscriptPages/game/p;->U0(Ljava/lang/String;)V,,0x1572 (unnamed)@scriptPages/game/p->t0,0x0572,1124:LscriptPages/game/p;->U0(Ljava/lang/String;)V
0x8574,-31372,0x1132,0x1140,1136:LscriptPages/game/p;->g1(Ljava/lang/String;)V,1136:LscriptPages/game/p;->g1(Ljava/lang/String;)V,,0x1574 (unnamed)@scriptPages/game/p->f1,0x0574,1136:LscriptPages/game/p;->g1(Ljava/lang/String;)V
0x8576,-31370,0x1144,0x1152,1148:LscriptPages/game/p;->b1(Ljava/lang/String;)V,1148:LscriptPages/game/p;->b1(Ljava/lang/String;)V,,0x1576 reqGiveUpResource@scriptPages/game/k0->k0; reqGiveUpResource@scriptPages/game/p->A1,0x0576,1148:LscriptPages/game/p;->b1(Ljava/lang/String;)V
0x8600,-31232,0x118c,0x119a,1190:LscriptPages/game/c;->I(Ljava/lang/String;)V,1190:LscriptPages/game/c;->I(Ljava/lang/String;)V,,0x1600 reqArmyAction@scriptPages/game/c->H,0x0600,1190:LscriptPages/game/c;->I(Ljava/lang/String;)V
0x8602,-31230,0x119e,0x11ac,11a2:LscriptPages/game/c;->c(Ljava/lang/String;)V,11a2:LscriptPages/game/c;->c(Ljava/lang/String;)V,,0x1602 REQ_FILTERARMY@scriptPages/game/c->b,0x0602,11a2:LscriptPages/game/c;->c(Ljava/lang/String;)V
0x8700,-30976,0x12d0,0x12de,12d4:LscriptPages/game/d;->b(Ljava/lang/String;)V,12d4:LscriptPages/game/d;->b(Ljava/lang/String;)V,,0x1700,0x0700,12d4:LscriptPages/game/d;->b(Ljava/lang/String;)V
0x8702,-30974,0x12e2,0x12f0,12e6:LscriptPages/game/s;->Y(Ljava/lang/String;)V,12e6:LscriptPages/game/s;->Y(Ljava/lang/String;)V,,0x1702,0x0702,12e6:LscriptPages/game/s;->Y(Ljava/lang/String;)V
0x8704,-30972,0x1318,0x1326,131c:LscriptPages/game/s;->d0(Ljava/lang/String;)V,131c:LscriptPages/game/s;->d0(Ljava/lang/String;)V,,0x1704 reqSelectAttAim@scriptPages/game/s->o0,0x0704,131c:LscriptPages/game/s;->d0(Ljava/lang/String;)V
0x8706,-30970,0x12f4,0x1302,12f8:LscriptPages/game/s;->V(Ljava/lang/String;)V,12f8:LscriptPages/game/s;->V(Ljava/lang/String;)V,,0x1706,0x0706,12f8:LscriptPages/game/s;->V(Ljava/lang/String;)V
0x8707,-30969,0x1306,0x1314,130a:LscriptPages/game/s;->W(Ljava/lang/String;)V,130a:LscriptPages/game/s;->W(Ljava/lang/String;)V,,0x1707 REQ_FIGHTINFO@scriptPages/game/s->c0,0x0707,130a:LscriptPages/game/s;->W(Ljava/lang/String;)V
0x8800,-30720,0x1710,0x171e,1714:LscriptPages/game/w;->g0(Ljava/lang/String;)V,1714:LscriptPages/game/w;->g0(Ljava/lang/String;)V,,0x1800,0x0800,1714:LscriptPages/game/w;->g0(Ljava/lang/String;)V
0x8802,-30718,0x1722,0x1730,1726:LscriptPages/game/w;->X(Ljava/lang/String;)V,1726:LscriptPages/game/w;->X(Ljava/lang/String;)V,,0x1802,0x0802,1726:LscriptPages/game/w;->X(Ljava/lang/String;)V
0x8804,-30716,0x1734,0x1742,1738:LscriptPages/game/w;->Y(Ljava/lang/String;)V,1738:LscriptPages/game/w;->Y(Ljava/lang/String;)V,,0x1804,0x0804,1738:LscriptPages/game/w;->Y(Ljava/lang/String;)V
0x8806,-30714,0x1746,0x1754,174a:LscriptPages/game/w;->V(Ljava/lang/String;)V,174a:LscriptPages/game/w;->V(Ljava/lang/String;)V,,0x1806 reqClanBrotherBattleReportList@scriptPages/game/w->w,0x0806,174a:LscriptPages/game/w;->V(Ljava/lang/String;)V
0x8808,-30712,0x1758,0x1766,175c:LscriptPages/game/w;->U(Ljava/lang/String;)V,175c:LscriptPages/game/w;->U(Ljava/lang/String;)V,,0x1808 di_所有结拜@scriptPages/game/w->y,0x0808,175c:LscriptPages/game/w;->U(Ljava/lang/String;)V
0x880a,-30710,0x120a,0x1218,120e:LscriptPages/game/h0;->e0(Ljava/lang/String;)V,120e:LscriptPages/game/h0;->e0(Ljava/lang/String;)V,,0x180a di_提示删发件箱@scriptPages/game/h0->l,0x080a,120e:LscriptPages/game/h0;->e0(Ljava/lang/String;)V
